0.73258,0.47149
0.26782,0.78326
0.062282,0.14899
0.2107,0.14246
0.65432,0.92156
0.22855,0.35082
0.79255,0.29669
0.50015,0.50342
0.76102,0.93156
0.406,0.76273
0.58337,0.35754
0.3545,0.49934
0.46587,0.47028
0.38303,0.19443
0.36754,0.37202
0.95537,0.61125
0.32258,0.2195
0.86449,0.048278
0.025865,0.42061
0.66939,0.7842
0.72002,0.9429
0.42975,0.17832
0.2123,0.95055
0.61949,0.96475
0.45308,0.98889
0.13911,0.52242
0.22978,0.31305
0.33126,0.61309
0.080913,0.5155
0.58252,0.64263
0.97862,0.027386
0.2608,0.11649
0.8833,0.43315
0.58762,0.41416
0.47753,0.51068
0.7531,0.90527
0.74826,0.23483
0.18424,0.23262
0.0047448,0.96138
0.16186,0.68016
0.98032,0.25445
0.10944,0.033098
0.37072,0.71972
0.18347,0.019241
0.078825,0.98757
0.20667,0.38395
0.28266,0.84348
0.30677,0.85567
0.77946,0.064049
0.96709,0.83858
0.48094,0.52846
0.26277,0.45206
0.06611,0.96666
0.72987,0.051678
0.43629,0.083322
0.77354,0.2347
0.76754,0.49683
0.9749,0.47974
0.71686,0.032665
0.21337,0.57522
0.014235,0.22515
0.75314,0.91452
0.47609,0.35778
0.86455,0.33263
0.030664,0.91361
0.13287,0.17888
0.65611,0.6468
0.89964,0.27588
0.49104,0.74545
0.78157,0.80372
0.76215,0.65593
0.11516,0.40294
0.48256,0.31202
0.93918,0.24258
0.46926,0.37683
0.31222,0.67239
0.28589,0.10152
0.30837,0.65008
0.56745,0.85721
0.42353,0.11898
0.99485,0.84215
0.22705,0.29306
0.40369,0.46157
0.99332,0.62314
0.73173,0.95935
0.3684,0.26271
0.51741,0.9663
0.4011,0.47262
0.030212,0.84003
0.10604,0.48488
0.45164,0.71918
0.0073336,0.21516
0.46999,0.37223
0.84069,0.52107
0.15136,0.91009
0.042812,0.0053777
0.024927,0.4535
0.10769,0.40098
0.63427,0.57001
0.28437,0.97184
